,created_on,property_type,place_name,place_with_parent_names,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,rooms,properati_url,barrio,PH,apartment,house,price_m2
6229,2017-11-10,apartment,Tribunales,|Argentina|Capital Federal|Tribunales|,-34.604439500000005,-58.3897369,93000.0,35.0,93.82046724225495,1.0,https://www.properati.com.ar/1i0pc_venta_departamento_tribunales_balcon_piscina_luminoso_kitchinete_subte-linea-d_subte-linea-b_subte-linea-a_soldati-propiedades,SAN NICOLAS,0.0,1.0,0.0,2657.1428571428573
6230,2017-11-11,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,-34.60138655,-58.37383747,320000.0,250.0,250.0,6.0,https://www.properati.com.ar/1i13f_venta_departamento_centro-microcentro_subte-linea-d_subte-linea-b_subte-linea-c_l-j-ramos_g89,SAN NICOLAS,0.0,1.0,0.0,1280.0
6231,2017-11-11,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.6066859223,-58.391509676700004,239000.0,141.0,141.0,4.0,https://www.properati.com.ar/1i1aw_venta_departamento_congreso_lavadero_luminoso_lujoso_dependencias_subte-linea-d_subte-linea-b_subte-linea-a_grupo-dempresa_g4g,SAN NICOLAS,0.0,1.0,0.0,1695.0354609929077
6232,2017-11-11,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,-34.6055666,-58.3835172,240000.0,122.0,119.0,5.0,https://www.properati.com.ar/1i1dt_venta_departamento_centro-microcentro_libertad-al-200_balcon_toilette_luminoso_dependencias_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_deptos-temporarios,SAN NICOLAS,0.0,1.0,0.0,1967.2131147540983
6233,2017-11-11,apartment,Tribunales,|Argentina|Capital Federal|Tribunales|,-34.6055666,-58.3835172,240000.0,122.0,119.0,5.0,https://www.properati.com.ar/1i1du_venta_departamento_tribunales_libertad-al-200_balcon_toilette_luminoso_dependencias_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_deptos-temporarios,SAN NICOLAS,0.0,1.0,0.0,1967.2131147540983
6234,2017-11-11,apartment,Retiro,|Argentina|Capital Federal|Retiro|,-34.607244200000004,-58.3849395,400000.0,115.0,106.0,4.0,https://www.properati.com.ar/1i1e5_venta_departamento_retiro_talcahuano-al-1200_balcon_baulera_suite_lavadero_luminoso_lujoso_dependencias_placard_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_deptos-temporarios,SAN NICOLAS,0.0,1.0,0.0,3478.2608695652175
6235,2017-11-12,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.604304,-58.390973,400000.0,164.0,142.0,4.0,https://www.properati.com.ar/1i1sx_venta_departamento_san-nicolas_balcon_lavadero_parrilla_patio_terraza_luminoso_dependencias_garage_subte-linea-d_subte-linea-b_subte-linea-a_re-max-alianza,SAN NICOLAS,0.0,1.0,0.0,2439.0243902439024
6236,2017-11-12,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.6068015,-58.3911124,163000.0,71.0,71.0,3.0,https://www.properati.com.ar/1i1ul_venta_departamento_congreso_subte-linea-d_subte-linea-b_subte-linea-a_acchini-chaufan-corredores-inmobiliarios_fbs,SAN NICOLAS,0.0,1.0,0.0,2295.774647887324
6237,2017-11-14,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6042583,-58.3893326,57000.0,23.0,23.0,1.0,https://www.properati.com.ar/1i2vs_venta_departamento_san-nicolas_subte-linea-d_subte-linea-b_subte-linea-a_inmobalear-servicios-inmobiliarios,SAN NICOLAS,0.0,1.0,0.0,2478.2608695652175
6238,2017-11-14,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.603593,-58.381377,58000.0,23.0,23.0,1.0,https://www.properati.com.ar/1i3vz_venta_departamento_san-nicolas_garage_amoblado_placard_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_re-max-total-iii,SAN NICOLAS,0.0,1.0,0.0,2521.7391304347825
6239,2017-11-14,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.5987978922,-58.37542866020001,115000.0,66.0,33.0,2.0,https://www.properati.com.ar/1i45c_venta_departamento_san-nicolas_florida_800_terraza_luminoso_subte-linea-d_subte-linea-b_subte-linea-h_subte-linea-c_plln,SAN NICOLAS,0.0,1.0,0.0,1742.4242424242425
6240,2017-11-15,apartment,Retiro,|Argentina|Capital Federal|Retiro|,-34.5989095905,-58.372633040299995,275000.0,105.0,105.0,3.0,https://www.properati.com.ar/1i4xe_venta_departamento_retiro_toilette_amoblado_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_reynolds-propiedades_c8g,SAN NICOLAS,0.0,1.0,0.0,2619.0476190476193
6241,2017-11-15,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.604354,-58.371949,129000.0,65.0,65.0,4.0,https://www.properati.com.ar/1i5fz_venta_departamento_san-nicolas_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_re-max-parque,SAN NICOLAS,0.0,1.0,0.0,1984.6153846153845
6242,2017-11-15,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6043559,-58.3767789,125000.0,85.0,85.0,4.0,https://www.properati.com.ar/1i5nh_venta_departamento_san-nicolas_toilette_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_temporalmenteba,SAN NICOLAS,0.0,1.0,0.0,1470.5882352941176
6243,2017-11-16,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.599083,-58.3797269,370000.0,170.0,160.0,5.0,https://www.properati.com.ar/1i644_venta_departamento_barrio-norte_baulera_patio_toilette_luminoso_dependencias_impecable_subte-linea-d_subte-linea-b_subte-linea-c_j-gancedo-asoc-propiedades_hfe,SAN NICOLAS,0.0,1.0,0.0,2176.470588235294
6244,2017-11-16,apartment,San Cristobal,|Argentina|Capital Federal|San Cristobal|,-34.6031184,-58.3907273,330000.0,175.0,125.0,3.0,https://www.properati.com.ar/1i67t_venta_departamento_san-cristobal_baulera_patio_sotano_subte-linea-d_subte-linea-b_subte-linea-a_bienvende-amelia-claro_ej0,SAN NICOLAS,0.0,1.0,0.0,1885.7142857142858
6245,2017-11-16,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.5998285,-58.37823100000001,390000.0,130.0,100.0,4.0,https://www.properati.com.ar/1i6m4_venta_departamento_san-nicolas_balcon_baulera_parrilla_terraza_toilette_luminoso_garage_estrenar_subte-linea-d_subte-linea-b_subte-linea-c_martin-arrieta-propiedades_9i7,SAN NICOLAS,0.0,1.0,0.0,3000.0
6246,2017-11-18,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.599843799999995,-58.3869571,250000.0,112.0,106.0,5.0,https://www.properati.com.ar/1i8g7_venta_departamento_barrio-norte_uruguay-al-700_toilette_luminoso_dependencias_subte-linea-d_subte-linea-b_goldstein-propiedades-srl_9yp,SAN NICOLAS,0.0,1.0,0.0,2232.1428571428573
6247,2017-11-18,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6018704,-58.389577,107000.0,46.0,44.0,2.0,https://www.properati.com.ar/1i8hz_venta_departamento_monserrat_balcon_luminoso_aire-acondicionado_subte-linea-d_subte-linea-b_apto-credito-hipotecario_busquet-vision-inmobiliaria,SAN NICOLAS,0.0,1.0,0.0,2326.086956521739
6248,2017-11-22,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.600364,-58.391312,250000.0,95.0,93.82046724225495,3.0,https://www.properati.com.ar/1ibaa_venta_departamento_congreso_balcon_luminoso_subte-linea-d_subte-linea-b_apto-credito-hipotecario_mas-propiedades-net,SAN NICOLAS,0.0,1.0,0.0,2631.5789473684213
6249,2017-11-22,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6078745,-58.3892792,166000.0,45.0,93.82046724225495,3.0,https://www.properati.com.ar/1ibac_venta_departamento_san-nicolas_balcon_lavadero_luminoso_placard_subte-linea-b_subte-linea-a_mas-propiedades-net,SAN NICOLAS,0.0,1.0,0.0,3688.8888888888887
6250,2017-11-23,apartment,Tribunales,|Argentina|Capital Federal|Tribunales|,-34.6037911,-58.3822245,120000.0,46.0,93.82046724225495,2.0,https://www.properati.com.ar/1idpd_venta_departamento_tribunales_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_apto-credito-hipotecario_alvarez-pacheco-inmobiliaria_f8q,SAN NICOLAS,0.0,1.0,0.0,2608.695652173913
6251,2017-11-24,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.600105799999994,-58.3754644,110000.0,36.0,36.0,2.0,https://www.properati.com.ar/1ievo_venta_departamento_san-nicolas_balcon_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-c_capital-brokers,SAN NICOLAS,0.0,1.0,0.0,3055.5555555555557
6252,2017-11-24,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.5994378,-58.3882044,235000.0,91.0,83.0,3.0,https://www.properati.com.ar/1if0p_venta_departamento_barrio-norte_balcon_baulera_lavadero_luminoso_garage_subte-linea-d_subte-linea-b_grupo-mega-op-scalabrini-ortiz,SAN NICOLAS,0.0,1.0,0.0,2582.4175824175823
6253,2017-11-25,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.6042674,-58.3914799,158000.0,63.0,63.0,3.0,https://www.properati.com.ar/1ifmm_venta_departamento_congreso_subte-linea-d_subte-linea-b_subte-linea-a_apto-credito-hipotecario_bolajuzon-servicios-inmobiliarios,SAN NICOLAS,0.0,1.0,0.0,2507.936507936508
6254,2017-11-25,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.602113200000005,-58.3893552,48000.0,17.0,17.0,1.0,https://www.properati.com.ar/1ifwt_venta_departamento_san-nicolas_patio_garage_subte-linea-d_subte-linea-b_jimena-navarro-cucicba-6682,SAN NICOLAS,0.0,1.0,0.0,2823.529411764706
6255,2017-11-27,apartment,Once,|Argentina|Capital Federal|Once|,-34.6054941,-58.3912644,59900.0,23.0,23.0,1.0,https://www.properati.com.ar/1ih2e_venta_departamento_once_garage_subte-linea-d_subte-linea-b_subte-linea-a_predial-propiedades_c3a,SAN NICOLAS,0.0,1.0,0.0,2604.3478260869565
6256,2017-11-27,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.6067279881,-58.3909349051,130000.0,50.0,93.82046724225495,3.0,https://www.properati.com.ar/1ihbe_venta_departamento_congreso_balcon_placard_subte-linea-d_subte-linea-b_subte-linea-a_apto-credito-hipotecario_mas-propiedades-net,SAN NICOLAS,0.0,1.0,0.0,2600.0
6257,2017-11-28,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,-34.602628161300004,-58.373889795699995,125000.0,70.0,70.0,4.0,https://www.properati.com.ar/1ihr9_venta_departamento_centro-microcentro_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_apto-credito-hipotecario_altgelt-negocios-inmobiliarios_ds8,SAN NICOLAS,0.0,1.0,0.0,1785.7142857142858
6258,2017-11-28,apartment,Retiro,|Argentina|Capital Federal|Retiro|,-34.5992993,-58.3827919,135000.0,43.0,32.0,3.0,https://www.properati.com.ar/1ihuq_venta_departamento_retiro_suite_placard_subte-linea-d_subte-linea-b_subte-linea-c_consultor-inmobiliario,SAN NICOLAS,0.0,1.0,0.0,3139.5348837209303
6259,2017-12-05,apartment,Tribunales,|Argentina|Capital Federal|Tribunales|,-34.6018766732,-58.389415722299994,130000.0,70.0,52.0,3.0,https://www.properati.com.ar/1ij2b_venta_departamento_tribunales_balcon_placard_aire-acondicionado_subte-linea-d_subte-linea-b_karas-propiedades,SAN NICOLAS,0.0,1.0,0.0,1857.142857142857
6260,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6053805,-58.38779810000001,130000.0,70.0,70.0,3.0,https://www.properati.com.ar/1ijbd_venta_departamento_san-nicolas_lavadero_patio_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_apto-credito-hipotecario_riveros-negocios-inmobiliarios,SAN NICOLAS,0.0,1.0,0.0,1857.142857142857
6261,2017-12-05,apartment,Retiro,|Argentina|Capital Federal|Retiro|,-34.5992993,-58.3827919,135000.0,33.0,33.0,2.0,https://www.properati.com.ar/1ijgh_venta_departamento_retiro_suite_placard_subte-linea-d_subte-linea-b_subte-linea-c_consultor-inmobiliario_hrc,SAN NICOLAS,0.0,1.0,0.0,4090.909090909091
6262,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6054941,-58.3912644,62000.0,23.0,23.0,1.0,https://www.properati.com.ar/1ijjw_venta_departamento_san-nicolas_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_lugaren,SAN NICOLAS,0.0,1.0,0.0,2695.6521739130435
6263,2017-12-05,apartment,Tribunales,|Argentina|Capital Federal|Tribunales|,-34.6031692,-58.3904329,145000.0,64.0,60.0,3.0,https://www.properati.com.ar/1ijt7_venta_departamento_tribunales_lavadero_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_migliorisi-propiedades_cy3,SAN NICOLAS,0.0,1.0,0.0,2265.625
6264,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.60173870000001,-58.39155890000001,125000.0,75.0,75.0,3.0,https://www.properati.com.ar/1ik7a_venta_departamento_san-nicolas_luminoso_subte-linea-d_subte-linea-b_cityprop_dun,SAN NICOLAS,0.0,1.0,0.0,1666.6666666666667
6265,2017-12-05,PH,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.607439,-58.388375,325000.0,220.0,160.0,5.0,https://www.properati.com.ar/1iktt_venta_ph_san-nicolas_suite_lavadero_parrilla_patio_terraza_vestidor_sauna_lujoso_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_re-max-power,SAN NICOLAS,1.0,0.0,0.0,1477.2727272727273
6266,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.605571999999995,-58.388987,125000.0,60.0,60.0,3.0,https://www.properati.com.ar/1il5r_venta_departamento_san-nicolas_luminoso_garage_subte-linea-d_subte-linea-b_subte-linea-a_re-max-city,SAN NICOLAS,0.0,1.0,0.0,2083.3333333333335
6267,2017-12-05,apartment,Retiro,|Argentina|Capital Federal|Retiro|,-34.5998714,-58.3753781,100000.0,45.0,45.0,2.0,https://www.properati.com.ar/1ilf2_venta_departamento_retiro_re-max-visi-oacute-n,SAN NICOLAS,0.0,1.0,0.0,2222.222222222222
6268,2017-12-05,apartment,Tribunales,|Argentina|Capital Federal|Tribunales|,-34.602616999999995,-58.3831,155000.0,70.0,70.0,4.0,https://www.properati.com.ar/1ilqi_venta_departamento_tribunales_toilette_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_re-max-splendid,SAN NICOLAS,0.0,1.0,0.0,2214.285714285714
6270,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.606365000000004,-58.387187,170000.0,110.0,110.0,4.0,https://www.properati.com.ar/1im8d_venta_departamento_san-nicolas_balcon_toilette_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_citati-propiedades_91q,SAN NICOLAS,0.0,1.0,0.0,1545.4545454545455
6271,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.602623,-58.3824059,64000.0,20.0,20.0,1.0,https://www.properati.com.ar/1imqb_venta_departamento_san-nicolas_placard_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_inmobiliaria-calot_gqd,SAN NICOLAS,0.0,1.0,0.0,3200.0
6272,2017-12-05,apartment,Retiro,|Argentina|Capital Federal|Retiro|,-34.602623,-58.3824059,64000.0,20.0,20.0,1.0,https://www.properati.com.ar/1imqc_venta_departamento_san-nicolas_placard_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_inmobiliaria-calot_gqd,SAN NICOLAS,0.0,1.0,0.0,3200.0
6273,2017-12-05,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.602623,-58.3824059,64000.0,20.0,20.0,1.0,https://www.properati.com.ar/1imqd_venta_departamento_barrio-norte_placard_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_inmobiliaria-calot_gqd,SAN NICOLAS,0.0,1.0,0.0,3200.0
6274,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.5990479,-58.3788813,79000.0,33.0,33.0,1.0,https://www.properati.com.ar/1in0r_venta_departamento_monserrat_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-c_apto-credito-hipotecario_map-negocios-inmobiliarios_hmz,SAN NICOLAS,0.0,1.0,0.0,2393.939393939394
6275,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6020249,-58.37212679999999,99000.0,60.0,93.82046724225495,2.0,https://www.properati.com.ar/1ioof_venta_departamento_san-nicolas_dependencias_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_zanotti-propiedades_bg7,SAN NICOLAS,0.0,1.0,0.0,1650.0
6276,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6000903,-58.3773994,315000.0,202.0,202.0,5.0,https://www.properati.com.ar/1iozu_venta_departamento_capital-federal_balcon_toilette_lujoso_dependencias_doble-circulacion_adrian-mercado,SAN NICOLAS,0.0,1.0,0.0,1559.4059405940593
6277,2017-12-05,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.5997443194,-58.3783498231,355000.0,93.0,93.82046724225495,3.0,https://www.properati.com.ar/1ipc8_venta_departamento_san-nicolas_luminoso_vista_subte-linea-d_subte-linea-b_subte-linea-c_maraton-arquitectura-de-negocios_al1,SAN NICOLAS,0.0,1.0,0.0,3817.2043010752686
6278,2017-12-06,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.6084881,-58.3842554,170900.0,91.0,88.0,3.0,https://www.properati.com.ar/1iqg8_venta_departamento_congreso_baulera_luminoso_dependencias_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_mcm-bienes-raices,SAN NICOLAS,0.0,1.0,0.0,1878.021978021978
6279,2017-12-06,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,-34.6031184,-58.3907273,79000.0,34.0,34.0,1.0,https://www.properati.com.ar/1iqpu_venta_departamento_balvanera_luminoso_kitchinete_subte-linea-d_subte-linea-b_subte-linea-a_bienvende-amelia-claro_ej0,SAN NICOLAS,0.0,1.0,0.0,2323.529411764706
6280,2017-12-06,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.599121000000004,-58.37998320000001,99000.0,46.0,46.0,3.0,https://www.properati.com.ar/1ira4_venta_departamento_barrio-norte_cordoba-avda-al-900_baulera_luminoso_placard_subte-linea-d_subte-linea-b_subte-linea-c_brick-propiedades-local-barrio-norte,SAN NICOLAS,0.0,1.0,0.0,2152.1739130434785
6281,2017-12-06,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,-34.6067798,-58.39134059999999,95000.0,35.0,35.0,2.0,https://www.properati.com.ar/1irra_venta_departamento_balvanera_peron-juan-d-pte-al-1700_baulera_subte-linea-b_subte-linea-a_maria-ojeda-y-asociados,SAN NICOLAS,0.0,1.0,0.0,2714.285714285714
6282,2017-12-06,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.604749868,-58.3766195218,95000.0,38.0,38.0,2.0,https://www.properati.com.ar/1irrl_venta_departamento_san-nicolas_maipu_300_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_luciano-cazenave-inversiones-inmobiliarias,SAN NICOLAS,0.0,1.0,0.0,2500.0
6283,2017-12-06,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.6089015,-58.3876576,275000.0,140.0,93.82046724225495,5.0,https://www.properati.com.ar/1irw2_venta_departamento_congreso_rivadavia-av-1500_baulera_luminoso_dependencias_subte-linea-b_subte-linea-a_subte-linea-c_mankul-bienes-raices,SAN NICOLAS,0.0,1.0,0.0,1964.2857142857142
6284,2017-12-06,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,-34.600700700000004,-58.3727555,70000.0,30.0,30.0,1.0,https://www.properati.com.ar/1is2j_venta_departamento_centro-microcentro_reconquista-600_subte-linea-d_subte-linea-b_subte-linea-c_apto-credito-hipotecario_mr-inmuebles_akd,SAN NICOLAS,0.0,1.0,0.0,2333.3333333333335
6285,2017-12-06,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6067463,-58.3907873,180000.0,96.0,96.0,4.0,https://www.properati.com.ar/1is2n_venta_departamento_san-nicolas_rodriguez-pena-200_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_mr-inmuebles_akd,SAN NICOLAS,0.0,1.0,0.0,1875.0
6286,2017-12-06,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.6035016,-58.3879736,80000.0,37.0,93.82046724225495,1.0,https://www.properati.com.ar/1is57_venta_departamento_san-nicolas_parana-al-400_lavadero_patio_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_auge-propiedades,SAN NICOLAS,0.0,1.0,0.0,2162.162162162162
6287,2017-12-06,apartment,Tribunales,|Argentina|Capital Federal|Tribunales|,-34.6007008,-58.3897988,93555.0,38.0,93.82046724225495,1.0,https://www.properati.com.ar/1is58_venta_departamento_tribunales_viamonte-al-1600_balcon_subte-linea-d_subte-linea-b_auge-propiedades,SAN NICOLAS,0.0,1.0,0.0,2461.9736842105262
6288,2017-12-06,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,-34.604439500000005,-58.3897369,140000.0,66.0,66.0,3.0,https://www.properati.com.ar/1is5x_venta_departamento_centro-microcentro_corrientes-al-1600_piscina_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_auge-propiedades,SAN NICOLAS,0.0,1.0,0.0,2121.212121212121
6289,2017-12-06,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.59963070000001,-58.3897176,240000.0,70.0,57.0,3.0,https://www.properati.com.ar/1is65_venta_departamento_barrio-norte_av-cordoba-al-1600_balcon_lavadero_luminoso_placard_subte-linea-d_subte-linea-b_auge-propiedades,SAN NICOLAS,0.0,1.0,0.0,3428.5714285714284
6290,2017-12-06,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.604453,-58.391733,142000.0,43.0,41.0,2.0,https://www.properati.com.ar/1isdj_venta_departamento_san-nicolas_balcon_luminoso_garage_placard_losa-radiante_subte-linea-d_subte-linea-b_subte-linea-a_apto-credito-hipotecario_re-max-soul,SAN NICOLAS,0.0,1.0,0.0,3302.3255813953488
6291,2017-12-07,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.6057828764,-58.3917830184,245000.0,154.0,154.0,5.0,https://www.properati.com.ar/1itxs_venta_departamento_congreso_lavadero_luminoso_lujoso_dependencias_subte-linea-d_subte-linea-b_subte-linea-a_julio-fernandez-propiedades,SAN NICOLAS,0.0,1.0,0.0,1590.909090909091
6292,2017-12-07,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.606297999999995,-58.391778,75000.0,29.0,29.0,1.0,https://www.properati.com.ar/1iu6o_venta_departamento_san-nicolas_subte-linea-d_subte-linea-b_subte-linea-a_re-max-total-ii,SAN NICOLAS,0.0,1.0,0.0,2586.206896551724
6293,2017-12-07,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.60287,-58.369546,310000.0,145.0,145.0,5.0,https://www.properati.com.ar/1iu9z_venta_departamento_san-nicolas_lavadero_lujoso_dependencias_garage_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_re-max-premium,SAN NICOLAS,0.0,1.0,0.0,2137.9310344827586
6294,2017-12-08,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.600072600000004,-58.3781327,80000.0,25.0,25.0,1.0,https://www.properati.com.ar/1iunf_venta_departamento_san-nicolas_luminoso_subte-linea-d_subte-linea-b_subte-linea-c_cityprop_fz8,SAN NICOLAS,0.0,1.0,0.0,3200.0
6295,2017-12-09,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.601181,-58.377359,75000.0,25.0,25.0,1.0,https://www.properati.com.ar/1iuxt_venta_departamento_san-nicolas_garage_placard_subte-linea-d_subte-linea-b_subte-linea-c_re-max-cosmopolita,SAN NICOLAS,0.0,1.0,0.0,3000.0
6296,2017-12-09,apartment,Tribunales,|Argentina|Capital Federal|Tribunales|,-34.602614,-58.39117,270000.0,123.0,123.0,4.0,https://www.properati.com.ar/1ivbd_venta_departamento_san-nicolas_balcon_lavadero_toilette_luminoso_garage_subte-linea-d_subte-linea-b_subte-linea-a_re-max-bur-oacute,SAN NICOLAS,0.0,1.0,0.0,2195.121951219512
6297,2017-12-11,apartment,Retiro,|Argentina|Capital Federal|Retiro|,-34.6068015,-58.3911124,120000.0,50.0,50.0,3.0,https://www.properati.com.ar/1iw24_venta_departamento_san-nicolas_balcon_lujoso_placard_subte-linea-d_subte-linea-b_subte-linea-a_florencia-fernandez-propiedades,SAN NICOLAS,0.0,1.0,0.0,2400.0
6298,2017-12-12,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.606637,-58.389984,330000.0,163.0,163.0,6.0,https://www.properati.com.ar/1ix8o_venta_departamento_san-nicolas_balcon_toilette_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_re-max-total-i,SAN NICOLAS,0.0,1.0,0.0,2024.5398773006134
6299,2017-12-13,apartment,Villa Devoto,|Argentina|Capital Federal|Villa Devoto|,-34.5990407,-58.3781978,1030000.0,271.0,237.0,5.0,https://www.properati.com.ar/1iyr9_venta_departamento_villa-devoto_balcon_baulera_suite_hidromasaje_jardin_lavadero_patio_piscina_toilette_vestidor_garage_amenities_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-c_inmobiliaria-calot_gqd,SAN NICOLAS,0.0,1.0,0.0,3800.7380073800737
6300,2017-12-15,apartment,Retiro,|Argentina|Capital Federal|Retiro|,-34.5986162,-58.3726093,112000.0,40.0,40.0,2.0,https://www.properati.com.ar/1j0y4_venta_departamento_retiro_luminoso_placard_subte-linea-b_subte-linea-c_caian-negocis-inmobiliarios,SAN NICOLAS,0.0,1.0,0.0,2800.0
6301,2017-12-15,apartment,San Nicolás,|Argentina|Capital Federal|San Nicolás|,-34.5986162,-58.3726093,112000.0,40.0,40.0,2.0,https://www.properati.com.ar/1j0zo_venta_departamento_san-nicolas_luminoso_placard_subte-linea-b_subte-linea-c_caian-negocis-inmobiliarios,SAN NICOLAS,0.0,1.0,0.0,2800.0
6302,2017-12-17,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.6067227279,-58.3916053371,129000.0,44.0,40.0,3.0,https://www.properati.com.ar/1j255_venta_departamento_congreso_baulera_lavadero_sotano_luminoso_lujoso_garage_amoblado_amenities_placard_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_apto-credito-hipotecario_vaira-propiedades,SAN NICOLAS,0.0,1.0,0.0,2931.818181818182
6303,2017-12-17,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,-34.6067227279,-58.3916053371,129000.0,44.0,40.0,3.0,https://www.properati.com.ar/1j257_venta_departamento_balvanera_baulera_lavadero_sotano_luminoso_lujoso_garage_amoblado_amenities_placard_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_apto-credito-hipotecario_vaira-propiedades,SAN NICOLAS,0.0,1.0,0.0,2931.818181818182
