,created_on,property_type,place_name,place_with_parent_names,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,rooms,properati_url,barrio,PH,apartment,house,price_m2
1,2017-08-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.588912403,-58.413494218500006,340000.0,130.0,120.0,4.0,https://www.properati.com.ar/1dzv6_venta_departamento_palermo_guemes_3600_balcon_suite_jardin_lavadero_luminoso_lujoso_dependencias_placard_doble-circulacion_subte-linea-d_luisio-propiedades-suc-virrey-del-pino-2378,PALERMO,0.0,1.0,0.0,2615.3846153846152
2,2017-08-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.577032700000004,-58.42336750000001,222000.0,52.0,48.0,1.0,https://www.properati.com.ar/1e05k_venta_departamento_palermo_juncal-al-4500_gimnasio_jardin_lavadero_parrilla_piscina_sum_aire-acondicionado_subte-linea-h_subte-linea-c_deptos-temporarios,PALERMO,0.0,1.0,0.0,4269.2307692307695
3,2017-08-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5950139,-58.42739150000001,180000.0,70.0,70.0,3.0,https://www.properati.com.ar/1e0mq_venta_departamento_palermo_julian-alvarez-al-1200_lavadero_amoblado_sanchez-carrizo-real-estate,PALERMO,0.0,1.0,0.0,2571.4285714285716
4,2017-08-30,house,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5793535,-58.4364489,1200000.0,532.0,334.0,6.0,https://www.properati.com.ar/1e1ve_venta_casa_palermo-hollywood_jardin_lavadero_piscina_luminoso_vista_garage_nexo-propiedades_h0z,PALERMO,0.0,0.0,1.0,2255.6390977443607
5,2017-08-30,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.5793535,-58.4364489,1200000.0,532.0,334.0,6.0,https://www.properati.com.ar/1e1vf_venta_casa_palermo_jardin_lavadero_piscina_luminoso_vista_garage_nexo-propiedades_h0z,PALERMO,0.0,0.0,1.0,2255.6390977443607
6,2017-08-30,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5809281,-58.4404321,270000.0,67.0,64.0,3.0,https://www.properati.com.ar/1e1x0_venta_departamento_palermo-hollywood_arevalo_1700_balcon_toilette_luminoso_apto-credito-hipotecario_yankel-group,PALERMO,0.0,1.0,0.0,4029.8507462686566
7,2017-08-30,PH,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5897765,-58.428558,219000.0,72.0,93.82046724225495,3.0,https://www.properati.com.ar/1e1xj_venta_ph_palermo-soho_honduras_4800_patio_luminoso_ojo-propiedades,PALERMO,1.0,0.0,0.0,3041.6666666666665
8,2017-08-30,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.594251,-58.416644700000006,250000.0,67.0,60.0,2.0,https://www.properati.com.ar/1e2mz_venta_departamento_palermo_balcon_lavadero_parrilla_piscina_aire-acondicionado_apto-credito-hipotecario_ageo-propiedades_dwr,PALERMO,0.0,1.0,0.0,3731.3432835820895
11,2017-08-31,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.58256770000001,-58.43299820000001,198000.0,64.0,48.0,2.0,https://www.properati.com.ar/1e4f0_venta_departamento_palermo-hollywood_balcon_terraza_luminoso_amenities_aire-acondicionado_arkis-inmobiliaria_eoh,PALERMO,0.0,1.0,0.0,3093.75
12,2017-08-31,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5893559,-58.416935,170000.0,40.0,38.0,1.0,https://www.properati.com.ar/1e4fi_venta_departamento_palermo_balcon_garage_subte-linea-d_bienvende-amelia-claro_ej0,PALERMO,0.0,1.0,0.0,4250.0
13,2017-09-01,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.57548904,-58.41962433,510000.0,239.0,127.0,2.0,https://www.properati.com.ar/1e66w_venta_departamento_barrio-norte_de-maria_4300_baulera_patio_subte-linea-d_apto-credito-hipotecario_grupo-zeta-inmobiliaria,PALERMO,0.0,1.0,0.0,2133.8912133891213
15,2017-09-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5672629609,-58.4318401926,640000.0,200.0,185.0,4.0,https://www.properati.com.ar/1e6hy_venta_departamento_nunez_san-benito-de-palermo_1500_balcon_baulera_suite_lavadero_toilette_vestidor_lujoso_dependencias_garage_aire-acondicionado_filippo-propiedades_9im,PALERMO,0.0,1.0,0.0,3200.0
16,2017-09-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5670278,-58.435399200000006,590000.0,168.0,157.0,4.0,https://www.properati.com.ar/1e6s5_venta_departamento_belgrano_soldado-de-la-independencia_900_balcon_baulera_suite_lavadero_toilette_vestidor_luminoso_lujoso_garage_impecable_aire-acondicionado_shenk-inmobiliaria_gkj,PALERMO,0.0,1.0,0.0,3511.904761904762
17,2017-09-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5914774208,-58.418185265,90000.0,27.0,27.0,1.0,https://www.properati.com.ar/1e6su_venta_departamento_palermo_luminoso_placard_shenk-inmobiliaria_gkj,PALERMO,0.0,1.0,0.0,3333.3333333333335
18,2017-09-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.562785028600004,-58.4409361513,470000.0,103.0,103.0,4.0,https://www.properati.com.ar/1e7yu_venta_departamento_belgrano_del-libertador-av-_5200_balcon_baulera_suite_hidromasaje_jardin_lavadero_terraza_lujoso_dependencias_electrogeno_garage_losa-radiante_filippo-propiedades_9im,PALERMO,0.0,1.0,0.0,4563.1067961165045
19,2017-09-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.562785028600004,-58.4409361513,470000.0,103.0,103.0,4.0,https://www.properati.com.ar/1e7zd_venta_departamento_palermo_del-libertador-av-_5200_balcon_baulera_suite_hidromasaje_jardin_lavadero_terraza_lujoso_dependencias_electrogeno_garage_losa-radiante_filippo-propiedades_9im,PALERMO,0.0,1.0,0.0,4563.1067961165045
20,2017-09-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.562785028600004,-58.4409361513,470000.0,103.0,103.0,4.0,https://www.properati.com.ar/1e7zf_venta_departamento_nunez_del-libertador-av-_5200_balcon_baulera_suite_hidromasaje_jardin_lavadero_terraza_lujoso_dependencias_electrogeno_garage_losa-radiante_filippo-propiedades_9im,PALERMO,0.0,1.0,0.0,4563.1067961165045
23,2017-09-02,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5821848,-58.40154029999999,1050000.0,243.0,227.0,7.0,https://www.properati.com.ar/1e9ih_venta_departamento_palermo-chico_balcon_lavadero_piscina_toilette_lujoso_dependencias_electrogeno_placard_subte-linea-h_l-e-group,PALERMO,0.0,1.0,0.0,4320.9876543209875
24,2017-09-02,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5664346,-58.434099,820000.0,181.0,171.0,4.0,https://www.properati.com.ar/1e9ik_venta_departamento_belgrano_balcon_suite_gimnasio_lavadero_parrilla_piscina_quincho_toilette_lujoso_dependencias_garage_l-e-group,PALERMO,0.0,1.0,0.0,4530.386740331492
27,2017-09-02,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5865906,-58.4372126,150000.0,44.0,44.0,1.0,https://www.properati.com.ar/1e9j1_venta_departamento_palermo-hollywood_baulera_gimnasio_hidromasaje_lavadero_luminoso_l-e-group,PALERMO,0.0,1.0,0.0,3409.090909090909
28,2017-09-02,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5925314,-58.41786260000001,620000.0,230.0,198.0,6.0,https://www.properati.com.ar/1e9ob_venta_departamento_palermo_balcon_suite_lavadero_toilette_luminoso_lujoso_garage_subte-linea-d_fabian-achaval-propiedades,PALERMO,0.0,1.0,0.0,2695.6521739130435
29,2017-09-02,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5747031,-58.4378511,368000.0,87.0,77.0,3.0,https://www.properati.com.ar/1e9ou_venta_departamento_palermo_balcon_suite_hidromasaje_lavadero_parrilla_piscina_quincho_sum_terraza_vestidor_sauna_lujoso_amenities_subte-linea-d_ew-group,PALERMO,0.0,1.0,0.0,4229.885057471264
30,2017-09-03,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5874885,-58.41578000000001,345000.0,119.0,116.0,3.0,https://www.properati.com.ar/1ea4p_venta_departamento_palermo_alvarez-julian_2481_balcon_baulera_suite_lavadero_toilette_luminoso_impecable_subte-linea-d_a-sourigues-propiedades,PALERMO,0.0,1.0,0.0,2899.159663865546
31,2017-09-03,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.593396500000004,-58.4284618,154000.0,58.0,58.0,2.0,https://www.properati.com.ar/1ea8c_venta_ph_palermo_parrilla_patio_apto-credito-hipotecario_migliorisi-propiedades_dkd,PALERMO,1.0,0.0,0.0,2655.1724137931033
32,2017-09-03,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.593396500000004,-58.4284618,154000.0,58.0,58.0,3.0,https://www.properati.com.ar/1ea8d_venta_ph_palermo_parrilla_patio_apto-credito-hipotecario_migliorisi-propiedades_dkd,PALERMO,1.0,0.0,0.0,2655.1724137931033
33,2017-09-04,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.567097,-58.436086,594900.0,208.0,190.0,6.0,https://www.properati.com.ar/1eado_venta_casa_palermo_balcon_baulera_suite_lavadero_terraza_luminoso_placard_re-max-liberty-ii,PALERMO,0.0,0.0,1.0,2860.096153846154
34,2017-09-04,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5733973,-58.421747,500000.0,110.0,105.0,3.0,https://www.properati.com.ar/1eaqw_venta_departamento_palermo_suite_toilette_garage_subte-linea-d_grinspon,PALERMO,0.0,1.0,0.0,4545.454545454545
35,2017-09-04,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.576792,-58.421961,310000.0,85.0,77.0,4.0,https://www.properati.com.ar/1eb2v_venta_departamento_palermo-chico_santamaria-de-oro-fray-j_3000_suite_lavadero_patio_terraza_toilette_vestidor_luminoso_aire-acondicionado_de-giovanni-propiedades_ar1,PALERMO,0.0,1.0,0.0,3647.0588235294117
36,2017-09-05,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5830704,-58.42418960000001,483000.0,214.0,202.0,3.0,https://www.properati.com.ar/1eb46_venta_departamento_palermo-hollywood_balcon_dependencias_impecable_doble-circulacion_abiti-proyectos-inmobiliarios_h8k,PALERMO,0.0,1.0,0.0,2257.0093457943926
37,2017-09-05,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5824159,-58.420049,680000.0,215.0,200.0,3.0,https://www.properati.com.ar/1eb4g_venta_departamento_palermo-soho_suite_lavadero_toilette_vestidor_luminoso_dependencias_subte-linea-d_abiti-proyectos-inmobiliarios_h8k,PALERMO,0.0,1.0,0.0,3162.7906976744184
38,2017-09-05,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.5834612,-58.42278320000001,379000.0,115.0,99.0,3.0,https://www.properati.com.ar/1eb7c_venta_ph_palermo_lavadero_parrilla_terraza_luminoso_lujoso_placard_subte-linea-d_apto-credito-hipotecario_lugaren,PALERMO,1.0,0.0,0.0,3295.6521739130435
39,2017-09-05,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.5960323,-58.42135749999999,270000.0,106.0,80.0,4.0,https://www.properati.com.ar/1eb7e_venta_ph_palermo_patio_luminoso_garage_placard_lugaren,PALERMO,1.0,0.0,0.0,2547.169811320755
40,2017-09-05,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5735693694,-58.438418622700006,260000.0,126.0,119.0,5.0,https://www.properati.com.ar/1ebp1_venta_departamento_belgrano_cabildo-av-_200_balcon_lavadero_luminoso_garage_subte-linea-d_cabildo-500,PALERMO,0.0,1.0,0.0,2063.4920634920636
41,2017-09-05,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5735693694,-58.438418622700006,260000.0,126.0,119.0,4.0,https://www.properati.com.ar/1ebp2_venta_departamento_belgrano_cabildo-av-_200_balcon_lavadero_luminoso_dependencias_garage_subte-linea-d_cabildo-500,PALERMO,0.0,1.0,0.0,2063.4920634920636
42,2017-09-05,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5674228,-58.4347627,65000.0,22.0,20.0,1.0,https://www.properati.com.ar/1ebsf_venta_departamento_las-canitas_soldado-de-la-independecia_800_balcon_aire-acondicionado_bg-propiedades,PALERMO,0.0,1.0,0.0,2954.5454545454545
43,2017-09-06,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5864539382,-58.43729229970001,175000.0,62.0,58.0,3.0,https://www.properati.com.ar/1ec6r_venta_departamento_palermo-hollywood_humboldt_1500_suite_piscina_toilette_vestidor_garage_coty-jaureguiberry-cartana,PALERMO,0.0,1.0,0.0,2822.5806451612902
44,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5830022,-58.42195039999999,95000.0,32.0,32.0,2.0,https://www.properati.com.ar/1ecdm_venta_departamento_palermo_jardin_subte-linea-d_apto-credito-hipotecario_bryan-real-estate,PALERMO,0.0,1.0,0.0,2968.75
46,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.593877899999995,-58.429594,250000.0,88.0,78.0,2.0,https://www.properati.com.ar/1ed02_venta_departamento_palermo_scalabrini-ortiz-raul-av-_1100_balcon_gimnasio_lavadero_parrilla_piscina_luminoso_vista_garage_le-bleu,PALERMO,0.0,1.0,0.0,2840.909090909091
50,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5830391,-58.4143557,584000.0,208.0,177.0,4.0,https://www.properati.com.ar/1edcg_venta_departamento_palermo_juncal_3700_suite_lavadero_patio_toilette_dependencias_garage_subte-linea-d_epico,PALERMO,0.0,1.0,0.0,2807.6923076923076
51,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.581983,-58.41262800000001,490000.0,135.0,127.0,5.0,https://www.properati.com.ar/1edch_venta_departamento_palermo_las-heras-general-av-_3800_baulera_lavadero_toilette_luminoso_sauna_lujoso_dependencias_garage_aire-acondicionado_subte-linea-d_epico,PALERMO,0.0,1.0,0.0,3629.6296296296296
52,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.56751,-58.430292,940000.0,295.0,270.0,6.0,https://www.properati.com.ar/1eddq_venta_departamento_palermo_del-libertador-av-_4400_balcon_baulera_suite_lavadero_toilette_luminoso_dependencias_garage_federico-galceran-propiedades,PALERMO,0.0,1.0,0.0,3186.4406779661017
53,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5784679,-58.4236711,175000.0,62.0,55.0,2.0,https://www.properati.com.ar/1edgt_venta_departamento_palermo_balcon_suite_lavadero_piscina_toilette_sauna_maure-propiedades,PALERMO,0.0,1.0,0.0,2822.5806451612902
56,2017-09-06,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5830713,-58.4341125,390000.0,106.0,74.0,2.0,https://www.properati.com.ar/1edlr_venta_departamento_palermo-hollywood_costa-rica_5550_suite_hidromasaje_parrilla_terraza_toilette_vestidor_garage_amenities_yes-propiedades-com_aye,PALERMO,0.0,1.0,0.0,3679.245283018868
57,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5731747306,-58.4225066042,650000.0,210.0,195.0,4.0,https://www.properati.com.ar/1edna_venta_departamento_palermo_sinclair_3100_balcon_baulera_suite_gimnasio_parrilla_piscina_toilette_vestidor_sauna_dependencias_garage_losa-radiante_subte-linea-d_oslo-propiedades,PALERMO,0.0,1.0,0.0,3095.2380952380954
58,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5882528,-58.4217774,207000.0,74.0,68.0,2.0,https://www.properati.com.ar/1ee3x_venta_departamento_palermo_guatemala_4400_balcon_suite_toilette_vestidor_luminoso_aire-acondicionado_subte-linea-d_yes-propiedades-com_aye,PALERMO,0.0,1.0,0.0,2797.2972972972975
59,2017-09-06,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.579581299999994,-58.43614920000001,120000.0,25.0,25.0,1.0,https://www.properati.com.ar/1efcx_venta_departamento_palermo-hollywood_nicaragua_5800_baulera_gimnasio_lavadero_parrilla_terraza_luminoso_lujoso_amoblado_subte-linea-d_soldati-propiedades,PALERMO,0.0,1.0,0.0,4800.0
60,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.579614,-58.42835,165000.0,38.0,34.0,1.0,https://www.properati.com.ar/1efe9_venta_departamento_palermo_balcon_gimnasio_hidromasaje_lavadero_parrilla_piscina_terraza_luminoso_amoblado_aire-acondicionado_soldati-propiedades,PALERMO,0.0,1.0,0.0,4342.105263157895
63,2017-09-06,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.570838,-58.43458760000001,530000.0,117.0,103.0,4.0,https://www.properati.com.ar/1efj0_venta_departamento_palermo_balcon_baulera_suite_terraza_toilette_vestidor_luminoso_dependencias_garage_placard_covello-propiedades_9ij,PALERMO,0.0,1.0,0.0,4529.91452991453
65,2017-09-07,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5671607,-58.4331296,443000.0,145.0,124.0,4.0,https://www.properati.com.ar/1egut_venta_departamento_las-canitas_balcon_baulera_suite_lavadero_toilette_vista_lujoso_dependencias_garage_doble-circulacion_home54,PALERMO,0.0,1.0,0.0,3055.1724137931033
66,2017-09-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5740648883,-58.4224597508,525000.0,164.0,134.0,4.0,https://www.properati.com.ar/1eh47_venta_departamento_palermo_balcon_baulera_suite_lujoso_dependencias_electrogeno_garage_subte-linea-d_otero-propiedades_f34,PALERMO,0.0,1.0,0.0,3201.2195121951218
67,2017-09-07,house,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.566866999999995,-58.444197,1650000.0,456.0,455.0,5.0,https://www.properati.com.ar/1ehbq_venta_casa_belgrano_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_patio_quincho_terraza_toilette_vestidor_luminoso_lujoso_garage_impecable_subte-linea-d_re-max-win,PALERMO,0.0,0.0,1.0,3618.4210526315787
68,2017-09-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5667468,-58.4404142,539000.0,181.0,168.0,4.0,https://www.properati.com.ar/1ehsk_venta_departamento_palermo_olleros-av-_1900_balcon_baulera_suite_lavadero_toilette_lujoso_dependencias_placard_subte-linea-d_sol-real-estate,PALERMO,0.0,1.0,0.0,2977.9005524861877
69,2017-09-08,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.576788,-58.4120161,155000.0,34.0,34.0,3.0,https://www.properati.com.ar/1ei2o_venta_departamento_palermo-chico_suite_luminoso_lujoso_toribio-achaval_e6q,PALERMO,0.0,1.0,0.0,4558.823529411765
70,2017-09-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.596052,-58.42143100000001,141713.14,43.0,36.0,2.0,https://www.properati.com.ar/1ei3e_venta_departamento_palermo_toilette_luminoso_garage_estrenar_toribio-achaval_e6w,PALERMO,0.0,1.0,0.0,3295.6544186046517
71,2017-09-08,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.5946512,-58.4250861,1080000.0,629.0,395.0,3.0,https://www.properati.com.ar/1ei47_venta_casa_palermo_hidromasaje_jardin_luminoso_sauna_dependencias_garage_aire-acondicionado_toribio-achaval_e6y,PALERMO,0.0,0.0,1.0,1717.0111287758345
72,2017-09-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.57197,-58.421396400000006,1800000.0,410.0,410.0,9.0,https://www.properati.com.ar/1ei4x_venta_departamento_palermo_luminoso_garage_toribio-achaval_e6q,PALERMO,0.0,1.0,0.0,4390.243902439024
73,2017-09-08,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5742679,-58.4326958,640000.0,177.0,125.0,5.0,https://www.properati.com.ar/1ei4y_venta_departamento_las-canitas_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_toilette_vestidor_luminoso_garage_placard_subte-linea-d_toribio-achaval_e6q,PALERMO,0.0,1.0,0.0,3615.8192090395482
75,2017-09-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5740097,-58.42021510000001,995000.0,292.0,292.0,8.0,https://www.properati.com.ar/1ei66_venta_departamento_palermo_suite_luminoso_garage_impecable_subte-linea-d_toribio-achaval_e6q,PALERMO,0.0,1.0,0.0,3407.5342465753424
76,2017-09-08,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.591814500000005,-58.4152368,83500.0,35.0,35.0,2.0,https://www.properati.com.ar/1ei8d_venta_departamento_palermo-chico_subte-linea-d_bienvende-amelia-claro_e77,PALERMO,0.0,1.0,0.0,2385.714285714286
77,2017-09-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5751514695,-58.4321800763,165000.0,68.0,68.0,3.0,https://www.properati.com.ar/1ei8q_venta_departamento_palermo_patio_garage_placard_subte-linea-d_fortunato-suppa-negocios-inmobiliarios_evn,PALERMO,0.0,1.0,0.0,2426.470588235294
78,2017-09-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5791124,-58.4116461,850000.0,195.0,195.0,5.0,https://www.properati.com.ar/1eiif_venta_departamento_palermo_balcon_baulera_lavadero_sum_toilette_vestidor_luminoso_dependencias_garage_estrenar_losa-radiante_subte-linea-d_rosa-cohen-broker-inmobiliario,PALERMO,0.0,1.0,0.0,4358.974358974359
79,2017-09-08,apartment,Colegiales,|Argentina|Capital Federal|Colegiales|,-34.574359,-58.442159,370000.0,130.0,130.0,5.0,https://www.properati.com.ar/1eiry_venta_departamento_colegiales_balcon_lavadero_toilette_luminoso_dependencias_subte-linea-d_re-max-data-house,PALERMO,0.0,1.0,0.0,2846.153846153846
81,2017-09-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5811363,-58.44041070000001,150000.0,46.0,43.0,3.0,https://www.properati.com.ar/1ejk1_venta_departamento_palermo_balcon_lavadero_parrilla_piscina_sum_terraza_garage_amenities_estilo-inmobiliario_dl8,PALERMO,0.0,1.0,0.0,3260.8695652173915
82,2017-09-09,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5786152,-58.4072279,1500000.0,508.0,308.0,7.0,https://www.properati.com.ar/1ejq0_venta_departamento_palermo-chico_balcon_suite_gimnasio_hidromasaje_parrilla_quincho_terraza_toilette_vestidor_lujoso_dependencias_garage_placard_toribio-achaval_e6z,PALERMO,0.0,1.0,0.0,2952.755905511811
84,2017-09-09,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5812664,-58.4036832,770000.0,176.0,169.0,6.0,https://www.properati.com.ar/1ejr9_venta_departamento_palermo-chico_suite_lujoso_garage_impecable_placard_toribio-achaval_e6q,PALERMO,0.0,1.0,0.0,4375.0
85,2017-09-09,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.565462700000005,-58.4404956,380000.0,121.0,112.0,5.0,https://www.properati.com.ar/1ejs0_venta_departamento_belgrano_suite_lavadero_luminoso_dependencias_garage_toribio-achaval_e6o,PALERMO,0.0,1.0,0.0,3140.495867768595
86,2017-09-09,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.580925,-58.4041108,590000.0,148.0,148.0,5.0,https://www.properati.com.ar/1ejst_venta_departamento_recoleta_gimnasio_luminoso_garage_toribio-achaval_e6v,PALERMO,0.0,1.0,0.0,3986.4864864864867
88,2017-09-09,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5712854,-58.4332185,225000.0,73.0,73.0,2.0,https://www.properati.com.ar/1ejw5_venta_departamento_las-canitas_balcon_suite_parrilla_patio_terraza_toilette_garage_subte-linea-d_toribio-achaval_e6o,PALERMO,0.0,1.0,0.0,3082.1917808219177
89,2017-09-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.591168,-58.41354499999999,230000.0,76.0,76.0,2.0,https://www.properati.com.ar/1ekna_venta_departamento_palermo_patio_sum_subte-linea-d_re-max-ra-iacute-ces,PALERMO,0.0,1.0,0.0,3026.315789473684
90,2017-09-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.592890999999995,-58.413534,249000.0,94.0,84.0,3.0,https://www.properati.com.ar/1ekqh_venta_departamento_palermo_balcon_baulera_jardin_lavadero_patio_toilette_subte-linea-d_re-max-vanguard,PALERMO,0.0,1.0,0.0,2648.936170212766
91,2017-09-10,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.570852200000004,-58.4411794,270000.0,185.0,80.0,3.0,https://www.properati.com.ar/1el0x_venta_departamento_belgrano_maure-2324_suite_lavadero_patio_luminoso_lujoso_garage_impecable_losa-radiante_doble-circulacion_subte-linea-d_santiago-jannot-capital,PALERMO,0.0,1.0,0.0,1459.4594594594594
92,2017-09-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5711375,-58.43270450000001,187000.0,54.0,54.0,2.0,https://www.properati.com.ar/1el13_venta_departamento_las-canitas_baez-al-400_subte-linea-d_galceran,PALERMO,0.0,1.0,0.0,3462.962962962963
93,2017-09-10,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.5946185,-58.41644889999999,110000.0,49.0,41.0,2.0,https://www.properati.com.ar/1el1s_venta_departamento_barrio-norte_bulnes-1467_lavadero_patio_placard_apto-credito-hipotecario_sande-propiedades,PALERMO,0.0,1.0,0.0,2244.8979591836733
94,2017-09-10,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.583205799999995,-58.433467500000006,123000.0,32.0,29.0,1.0,https://www.properati.com.ar/1el2s_venta_departamento_palermo-hollywood_humboldt-al-1900_balcon_parrilla_terraza_luminoso_placard_aire-acondicionado_innovar-grupo-inmobiliario,PALERMO,0.0,1.0,0.0,3843.75
95,2017-09-10,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.595319,-58.4247527,220000.0,90.0,84.0,4.0,https://www.properati.com.ar/1elel_venta_ph_palermo_cabrera-jose-antonio-al-4200_balcon_luminoso_goldstein-propiedades-srl_9yp,PALERMO,1.0,0.0,0.0,2444.4444444444443
96,2017-09-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5874415622,-58.4197911472,120000.0,43.0,40.0,1.0,https://www.properati.com.ar/1elew_venta_departamento_palermo_scalabrini-ortiz-raul-av-_2178_jardin_subte-linea-d_faustino-paez,PALERMO,0.0,1.0,0.0,2790.6976744186045
97,2017-09-10,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.5887219,-58.42448140000001,610000.0,150.0,118.0,4.0,https://www.properati.com.ar/1elf3_venta_casa_palermo_nicaragua-al-4500_lavadero_parrilla_patio_quincho_terraza_toilette_dependencias_deptos-temporarios,PALERMO,0.0,0.0,1.0,4066.6666666666665
98,2017-09-10,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5697768,-58.442132,490000.0,211.0,211.0,4.0,https://www.properati.com.ar/1elip_venta_departamento_belgrano_3-de-febrero-al-900_suite_lavadero_patio_toilette_vestidor_dependencias_garage_subte-linea-d_tesler-propiedades,PALERMO,0.0,1.0,0.0,2322.274881516588
